vehicle_id,time,stop_lon,stop_lat
1,58835,-73.66720823,45.55582223
1,58840,-73.66720827,45.55582227
1,58845,-73.6672083,45.5558223
1,58850,-73.66720833,45.55582233
1,58855,-73.66720837,45.55582237
1,58860,-73.6672084,45.5558224
1,58865,-73.66720843,45.55582243
1,58870,-73.66720847,45.55582247
1,58875,-73.6672085,45.5558225
1,58880,-73.66720853,45.55582253
1,58885,-73.66720857,45.55582257
1,58890,-73.6672086,45.5558226
1,58895,-73.66720863,45.55582263
1,58900,-73.66720867,45.55582267
1,58905,-73.6672087,45.5558227
1,58910,-73.66720873,45.55582273
1,58915,-73.66720877,45.55582277
1,58920,-73.6672088,45.5558228
1,58925,-73.66720883,45.55582283
1,58930,-73.66720887,45.55582287
1,58935,-73.6672089,45.5558229
1,58940,-73.66720893,45.55582293
1,58945,-73.66720897,45.55582297
1,58950,-73.667209,45.555823
1,58955,-73.66720903,45.55582303
1,58960,-73.66720907,45.55582307
1,58965,-73.6672091,45.5558231
1,58970,-73.66720913,45.55582313
1,58975,-73.66720917,45.55582317
1,58980,-73.6672092,45.5558232
1,58985,-73.66720923,45.55582323
1,58990,-73.66720927,45.55582327
1,58995,-73.6672093,45.5558233
1,59000,-73.66720933,45.55582333
1,59005,-73.66720937,45.55582337
1,59010,-73.6672094,45.5558234
1,59015,-73.66720943,45.55582343
1,59020,-73.66720947,45.55582347
1,59025,-73.6672095,45.5558235
1,59030,-73.66720953,45.55582353
1,59035,-73.66720957,45.55582357
1,59040,-73.6672096,45.5558236
1,59045,-73.66720963,45.55582363
1,59050,-73.66720967,45.55582367
1,59055,-73.6672097,45.5558237
1,59060,-73.66720973,45.55582373
1,59065,-73.66720977,45.55582377
1,59070,-73.6672098,45.5558238
1,59075,-73.66720983,45.55582383
1,59080,-73.66720987,45.55582387
1,59085,-73.6672099,45.5558239
1,59090,-73.66720993,45.55582393
1,59095,-73.66720997,45.55582397
1,59100,-73.66721,45.555824
1,59105,-73.66721,45.55582403
1,59110,-73.66721,45.55582407
1,59115,-73.66721,45.5558241
1,59120,-73.66721,45.55582413
1,59125,-73.66721,45.55582417
1,59130,-73.66721,45.5558242
1,59135,-73.66721,45.55582423
1,59140,-73.66721,45.55582427
1,59145,-73.66721,45.5558243
1,59150,-73.66721,45.55582433
1,59155,-73.66721,45.55582437
1,59160,-73.66721,45.5558244
1,59165,-73.66721,45.55582443
1,59170,-73.66721,45.55582447
1,59175,-73.66721,45.5558245
1,59180,-73.66721,45.55582453
1,59185,-73.66721,45.55582457
1,59190,-73.66721,45.5558246
1,59195,-73.66721,45.55582463
1,59200,-73.66721,45.55582467
1,59205,-73.66721,45.5558247
1,59210,-73.66721,45.55582473
1,59215,-73.66721,45.55582477
1,59220,-73.66721,45.5558248
1,59225,-73.66721,45.55582483
1,59230,-73.66721,45.55582487
1,59235,-73.66721,45.5558249
1,59240,-73.66721,45.55582493
1,59245,-73.66721,45.55582497
1,59250,-73.66721,45.555825
1,59255,-73.66721,45.55582503
1,59260,-73.66721,45.55582507
1,59265,-73.66721,45.5558251
1,59270,-73.66721,45.55582513
1,59275,-73.66721,45.55582517
1,59280,-73.66721,45.5558252
1,59285,-73.66721,45.55582523
1,59290,-73.66721,45.55582527
1,59295,-73.66721,45.5558253
1,59300,-73.66721,45.55582533
1,59305,-73.66721,45.55582537
1,59310,-73.66721,45.5558254
1,59315,-73.66721,45.55582543
1,59320,-73.66721,45.55582547
1,59325,-73.66721,45.5558255
1,59330,-73.66721,45.55582553
1,59335,-73.66721,45.55582557
1,59340,-73.66721,45.5558256
1,59345,-73.66721,45.55582563
1,59350,-73.66721,45.55582567
1,59355,-73.66721,45.5558257
1,59360,-73.66721,45.55582573
1,59365,-73.66721,45.55582577
1,59370,-73.66721,45.5558258
1,59375,-73.66721,45.55582583
1,59380,-73.66721,45.55582587
1,59385,-73.66721,45.5558259
1,59390,-73.66721,45.55582593
1,59395,-73.66721,45.55582597
1,59400,-73.66721,45.555826
2,58500,-73.667209,45.555821
2,58505,-73.66720902,45.55582108
2,58510,-73.66720903,45.55582117
2,58515,-73.66720905,45.55582125
2,58520,-73.66720907,45.55582133
2,58525,-73.66720908,45.55582142
2,58530,-73.6672091,45.5558215
2,58535,-73.66720912,45.55582158
2,58540,-73.66720913,45.55582167
2,58545,-73.66720915,45.55582175
2,58550,-73.66720917,45.55582183
2,58555,-73.66720918,45.55582192
2,58560,-73.6672092,45.555822
2,58565,-73.66720922,45.55582208
2,58570,-73.66720923,45.55582217
2,58575,-73.66720925,45.55582225
2,58580,-73.66720927,45.55582233
2,58585,-73.66720928,45.55582242
2,58590,-73.6672093,45.5558225
2,58595,-73.66720932,45.55582258
2,58600,-73.66720933,45.55582267
2,58605,-73.66720935,45.55582275
2,58610,-73.66720937,45.55582283
2,58615,-73.66720938,45.55582292
2,58620,-73.6672094,45.555823
2,58625,-73.66720942,45.55582308
2,58630,-73.66720943,45.55582317
2,58635,-73.66720945,45.55582325
2,58640,-73.66720947,45.55582333
2,58645,-73.66720948,45.55582342
2,58650,-73.6672095,45.5558235
2,58655,-73.66720952,45.55582358
2,58660,-73.66720953,45.55582367
2,58665,-73.66720955,45.55582375
2,58670,-73.66720957,45.55582383
2,58675,-73.66720958,45.55582392
2,58680,-73.6672096,45.555824
2,58685,-73.66720962,45.55582408
2,58690,-73.66720963,45.55582417
2,58695,-73.66720965,45.55582425
2,58700,-73.66720967,45.55582433
2,58705,-73.66720968,45.55582442
2,58710,-73.6672097,45.5558245
2,58715,-73.66720972,45.55582458
2,58720,-73.66720973,45.55582467
2,58725,-73.66720975,45.55582475
2,58730,-73.66720977,45.55582483
2,58735,-73.66720978,45.55582492
2,58740,-73.6672098,45.555825
2,58745,-73.66720982,45.55582508
2,58750,-73.66720983,45.55582517
2,58755,-73.66720985,45.55582525
2,58760,-73.66720987,45.55582533
2,58765,-73.66720988,45.55582542
2,58770,-73.6672099,45.5558255
2,58775,-73.66720992,45.55582558
2,58780,-73.66720993,45.55582567
2,58785,-73.66720995,45.55582575
2,58790,-73.66720997,45.55582583
2,58795,-73.66720998,45.55582592
2,58800,-73.66721,45.555826
2,58805,-73.66721017,45.55582603
2,58810,-73.66721033,45.55582607
2,58815,-73.6672105,45.5558261
2,58820,-73.66721067,45.55582613
2,58825,-73.66721083,45.55582617
2,58830,-73.667211,45.5558262
2,58835,-73.66721117,45.55582623
2,58840,-73.66721133,45.55582627
2,58845,-73.6672115,45.5558263
2,58850,-73.66721167,45.55582633
2,58855,-73.66721183,45.55582637
2,58860,-73.667212,45.5558264
2,58865,-73.66721217,45.55582643
2,58870,-73.66721233,45.55582647
2,58875,-73.6672125,45.5558265
2,58880,-73.66721267,45.55582653
2,58885,-73.66721283,45.55582657
2,58890,-73.667213,45.5558266
2,58895,-73.66721317,45.55582663
2,58900,-73.66721333,45.55582667
2,58905,-73.6672135,45.5558267
2,58910,-73.66721367,45.55582673
2,58915,-73.66721383,45.55582677
2,58920,-73.667214,45.5558268
2,58925,-73.66721417,45.55582683
2,58930,-73.66721433,45.55582687
2,58935,-73.6672145,45.5558269
2,58940,-73.66721467,45.55582693
2,58945,-73.66721483,45.55582697
2,58950,-73.667215,45.555827
2,58955,-73.66721517,45.55582703
2,58960,-73.66721533,45.55582707
2,58965,-73.6672155,45.5558271
2,58970,-73.66721567,45.55582713
2,58975,-73.66721583,45.55582717
2,58980,-73.667216,45.5558272
2,58985,-73.66721617,45.55582723
2,58990,-73.66721633,45.55582727
2,58995,-73.6672165,45.5558273
2,59000,-73.66721667,45.55582733
2,59005,-73.66721683,45.55582737
2,59010,-73.667217,45.5558274
2,59015,-73.66721717,45.55582743
2,59020,-73.66721733,45.55582747
2,59025,-73.6672175,45.5558275
2,59030,-73.66721767,45.55582753
2,59035,-73.66721783,45.55582757
2,59040,-73.667218,45.5558276
2,59045,-73.66721817,45.55582763
2,59050,-73.66721833,45.55582767
2,59055,-73.6672185,45.5558277
2,59060,-73.66721867,45.55582773
2,59065,-73.66721883,45.55582777
2,59070,-73.667219,45.5558278
2,59075,-73.66721917,45.55582783
2,59080,-73.66721933,45.55582787
2,59085,-73.6672195,45.5558279
2,59090,-73.66721967,45.55582793
2,59095,-73.66721983,45.55582797
2,59100,-73.66722,45.555828
2,59105,-73.66721992,45.55582799
2,59110,-73.66721983,45.55582798
2,59115,-73.66721975,45.55582798
2,59120,-73.66721967,45.55582797
2,59125,-73.66721958,45.55582796
2,59130,-73.6672195,45.55582795
2,59135,-73.66721942,45.55582794
2,59140,-73.66721933,45.55582793
2,59145,-73.66721925,45.55582792
2,59150,-73.66721917,45.55582792
2,59155,-73.66721908,45.55582791
2,59160,-73.667219,45.5558279
2,59165,-73.66721892,45.55582789
2,59170,-73.66721883,45.55582788
2,59175,-73.66721875,45.55582788
2,59180,-73.66721867,45.55582787
2,59185,-73.66721858,45.55582786
2,59190,-73.6672185,45.55582785
2,59195,-73.66721842,45.55582784
2,59200,-73.66721833,45.55582783
2,59205,-73.66721825,45.55582783
2,59210,-73.66721817,45.55582782
2,59215,-73.66721808,45.55582781
2,59220,-73.667218,45.5558278
2,59225,-73.66721792,45.55582779
2,59230,-73.66721783,45.55582778
2,59235,-73.66721775,45.55582778
2,59240,-73.66721767,45.55582777
2,59245,-73.66721758,45.55582776
2,59250,-73.6672175,45.55582775
2,59255,-73.66721742,45.55582774
2,59260,-73.66721733,45.55582773
2,59265,-73.66721725,45.55582773
2,59270,-73.66721717,45.55582772
2,59275,-73.66721708,45.55582771
2,59280,-73.667217,45.5558277
2,59285,-73.66721692,45.55582769
2,59290,-73.66721683,45.55582768
2,59295,-73.66721675,45.55582767
2,59300,-73.66721667,45.55582767
2,59305,-73.66721658,45.55582766
2,59310,-73.6672165,45.55582765
2,59315,-73.66721642,45.55582764
2,59320,-73.66721633,45.55582763
2,59325,-73.66721625,45.55582763
2,59330,-73.66721617,45.55582762
2,59335,-73.66721608,45.55582761
2,59340,-73.667216,45.5558276
2,59345,-73.66721592,45.55582759
2,59350,-73.66721583,45.55582758
2,59355,-73.66721575,45.55582758
2,59360,-73.66721567,45.55582757
2,59365,-73.66721558,45.55582756
2,59370,-73.6672155,45.55582755
2,59375,-73.66721542,45.55582754
2,59380,-73.66721533,45.55582753
2,59385,-73.66721525,45.55582753
2,59390,-73.66721517,45.55582752
2,59395,-73.66721508,45.55582751
2,59400,-73.667215,45.5558275
2,59405,-73.66721492,45.55582749
2,59410,-73.66721483,45.55582748
2,59415,-73.66721475,45.55582748
2,59420,-73.66721467,45.55582747
2,59425,-73.66721458,45.55582746
2,59430,-73.6672145,45.55582745
2,59435,-73.66721442,45.55582744
2,59440,-73.66721433,45.55582743
2,59445,-73.66721425,45.55582743
2,59450,-73.66721417,45.55582742
2,59455,-73.66721408,45.55582741
2,59460,-73.667214,45.5558274
2,59465,-73.66721392,45.55582739
2,59470,-73.66721383,45.55582738
2,59475,-73.66721375,45.55582738
2,59480,-73.66721367,45.55582737
2,59485,-73.66721358,45.55582736
2,59490,-73.6672135,45.55582735
2,59495,-73.66721342,45.55582734
2,59500,-73.66721333,45.55582733
2,59505,-73.66721325,45.55582733
2,59510,-73.66721317,45.55582732
2,59515,-73.66721308,45.55582731
2,59520,-73.667213,45.5558273
2,59525,-73.66721292,45.55582729
2,59530,-73.66721283,45.55582728
2,59535,-73.66721275,45.55582728
2,59540,-73.66721267,45.55582727
2,59545,-73.66721258,45.55582726
2,59550,-73.6672125,45.55582725
2,59555,-73.66721242,45.55582724
2,59560,-73.66721233,45.55582723
2,59565,-73.66721225,45.55582723
2,59570,-73.66721217,45.55582722
2,59575,-73.66721208,45.55582721
2,59580,-73.667212,45.5558272
2,59585,-73.66721192,45.55582719
2,59590,-73.66721183,45.55582718
2,59595,-73.66721175,45.55582718
2,59600,-73.66721167,45.55582717
2,59605,-73.66721158,45.55582716
2,59610,-73.6672115,45.55582715
2,59615,-73.66721142,45.55582714
2,59620,-73.66721133,45.55582713
2,59625,-73.66721125,45.55582713
2,59630,-73.66721117,45.55582712
2,59635,-73.66721108,45.55582711
2,59640,-73.667211,45.5558271
2,59645,-73.66721092,45.55582709
2,59650,-73.66721083,45.55582708
2,59655,-73.66721075,45.55582708
2,59660,-73.66721067,45.55582707
2,59665,-73.66721058,45.55582706
2,59670,-73.6672105,45.55582705
2,59675,-73.66721042,45.55582704
2,59680,-73.66721033,45.55582703
2,59685,-73.66721025,45.55582703
2,59690,-73.66721017,45.55582702
2,59695,-73.66721008,45.55582701
2,59700,-73.66721,45.555827
2,59705,-73.66721006,45.55582701
2,59710,-73.66721013,45.55582701
2,59715,-73.66721019,45.55582702
2,59720,-73.66721025,45.55582703
2,59725,-73.66721031,45.55582703
2,59730,-73.66721038,45.55582704
2,59735,-73.66721044,45.55582704
2,59740,-73.6672105,45.55582705
2,59745,-73.66721056,45.55582706
2,59750,-73.66721063,45.55582706
2,59755,-73.66721069,45.55582707
2,59760,-73.66721075,45.55582708
2,59765,-73.66721081,45.55582708
2,59770,-73.66721088,45.55582709
2,59775,-73.66721094,45.55582709
2,59780,-73.667211,45.5558271
2,59785,-73.66721106,45.55582711
2,59790,-73.66721113,45.55582711
2,59795,-73.66721119,45.55582712
2,59800,-73.66721125,45.55582713
2,59805,-73.66721131,45.55582713
2,59810,-73.66721138,45.55582714
2,59815,-73.66721144,45.55582714
2,59820,-73.6672115,45.55582715
2,59825,-73.66721156,45.55582716
2,59830,-73.66721163,45.55582716
2,59835,-73.66721169,45.55582717
2,59840,-73.66721175,45.55582718
2,59845,-73.66721181,45.55582718
2,59850,-73.66721187,45.55582719
2,59855,-73.66721194,45.55582719
2,59860,-73.667212,45.5558272
2,59865,-73.66721206,45.55582721
2,59870,-73.66721212,45.55582721
2,59875,-73.66721219,45.55582722
2,59880,-73.66721225,45.55582723
2,59885,-73.66721231,45.55582723
2,59890,-73.66721237,45.55582724
2,59895,-73.66721244,45.55582724
2,59900,-73.6672125,45.55582725
2,59905,-73.66721256,45.55582726
2,59910,-73.66721263,45.55582726
2,59915,-73.66721269,45.55582727
2,59920,-73.66721275,45.55582728
2,59925,-73.66721281,45.55582728
2,59930,-73.66721288,45.55582729
2,59935,-73.66721294,45.55582729
2,59940,-73.667213,45.5558273
2,59945,-73.66721306,45.55582731
2,59950,-73.66721313,45.55582731
2,59955,-73.66721319,45.55582732
2,59960,-73.66721325,45.55582733
2,59965,-73.66721331,45.55582733
2,59970,-73.66721338,45.55582734
2,59975,-73.66721344,45.55582734
2,59980,-73.6672135,45.55582735
2,59985,-73.66721356,45.55582736
2,59990,-73.66721363,45.55582736
2,59995,-73.66721369,45.55582737
2,60000,-73.66721375,45.55582738
2,60005,-73.66721381,45.55582738
2,60010,-73.66721388,45.55582739
2,60015,-73.66721394,45.55582739
2,60020,-73.667214,45.5558274
2,60025,-73.66721406,45.55582741
2,60030,-73.66721413,45.55582741
2,60035,-73.66721419,45.55582742
2,60040,-73.66721425,45.55582743
2,60045,-73.66721431,45.55582743
2,60050,-73.66721438,45.55582744
2,60055,-73.66721444,45.55582744
2,60060,-73.6672145,45.55582745
2,60065,-73.66721456,45.55582746
2,60070,-73.66721463,45.55582746
2,60075,-73.66721469,45.55582747
2,60080,-73.66721475,45.55582748
2,60085,-73.66721481,45.55582748
2,60090,-73.66721488,45.55582749
2,60095,-73.66721494,45.55582749
2,60100,-73.667215,45.5558275
2,60105,-73.66721506,45.55582751
2,60110,-73.66721513,45.55582751
2,60115,-73.66721519,45.55582752
2,60120,-73.66721525,45.55582753
2,60125,-73.66721531,45.55582753
2,60130,-73.66721538,45.55582754
2,60135,-73.66721544,45.55582754
2,60140,-73.6672155,45.55582755
2,60145,-73.66721556,45.55582756
2,60150,-73.66721563,45.55582756
2,60155,-73.66721569,45.55582757
2,60160,-73.66721575,45.55582758
2,60165,-73.66721581,45.55582758
2,60170,-73.66721588,45.55582759
2,60175,-73.66721594,45.55582759
2,60180,-73.667216,45.5558276
2,60185,-73.66721606,45.55582761
2,60190,-73.66721613,45.55582761
2,60195,-73.66721619,45.55582762
2,60200,-73.66721625,45.55582763
2,60205,-73.66721631,45.55582763
2,60210,-73.66721638,45.55582764
2,60215,-73.66721644,45.55582764
2,60220,-73.6672165,45.55582765
2,60225,-73.66721656,45.55582766
2,60230,-73.66721663,45.55582766
2,60235,-73.66721669,45.55582767
2,60240,-73.66721675,45.55582768
2,60245,-73.66721681,45.55582768
2,60250,-73.66721688,45.55582769
2,60255,-73.66721694,45.55582769
2,60260,-73.667217,45.5558277
2,60265,-73.66721706,45.55582771
2,60270,-73.66721713,45.55582771
2,60275,-73.66721719,45.55582772
2,60280,-73.66721725,45.55582773
2,60285,-73.66721731,45.55582773
2,60290,-73.66721737,45.55582774
2,60295,-73.66721744,45.55582774
2,60300,-73.6672175,45.55582775
2,60305,-73.66721756,45.55582776
2,60310,-73.66721763,45.55582776
2,60315,-73.66721769,45.55582777
2,60320,-73.66721775,45.55582778
2,60325,-73.66721781,45.55582778
2,60330,-73.66721788,45.55582779
2,60335,-73.66721794,45.55582779
2,60340,-73.667218,45.5558278
2,60345,-73.66721806,45.55582781
2,60350,-73.66721813,45.55582781
2,60355,-73.66721819,45.55582782
2,60360,-73.66721825,45.55582783
2,60365,-73.66721831,45.55582783
2,60370,-73.66721838,45.55582784
2,60375,-73.66721844,45.55582784
2,60380,-73.6672185,45.55582785
2,60385,-73.66721856,45.55582786
2,60390,-73.66721863,45.55582786
2,60395,-73.66721869,45.55582787
2,60400,-73.66721875,45.55582788
2,60405,-73.66721881,45.55582788
2,60410,-73.66721888,45.55582789
2,60415,-73.66721894,45.55582789
2,60420,-73.667219,45.5558279
2,60425,-73.66721906,45.55582791
2,60430,-73.66721913,45.55582791
2,60435,-73.66721919,45.55582792
2,60440,-73.66721925,45.55582793
2,60445,-73.66721931,45.55582793
2,60450,-73.66721938,45.55582794
2,60455,-73.66721944,45.55582794
2,60460,-73.6672195,45.55582795
2,60465,-73.66721956,45.55582796
2,60470,-73.66721963,45.55582796
2,60475,-73.66721969,45.55582797
2,60480,-73.66721975,45.55582798
2,60485,-73.66721981,45.55582798
2,60490,-73.66721988,45.55582799
2,60495,-73.66721994,45.55582799
2,60500,-73.66722,45.555828
2,60505,-73.66722006,45.55582801
2,60510,-73.66722013,45.55582801
2,60515,-73.66722019,45.55582802
2,60520,-73.66722025,45.55582803
2,60525,-73.66722031,45.55582803
2,60530,-73.66722038,45.55582804
2,60535,-73.66722044,45.55582804
2,60540,-73.6672205,45.55582805
2,60545,-73.66722056,45.55582806
2,60550,-73.66722063,45.55582806
2,60555,-73.66722069,45.55582807
2,60560,-73.66722075,45.55582808
2,60565,-73.66722081,45.55582808
2,60570,-73.66722088,45.55582809
2,60575,-73.66722094,45.55582809
2,60580,-73.667221,45.5558281
2,60585,-73.66722106,45.55582811
2,60590,-73.66722113,45.55582811
2,60595,-73.66722119,45.55582812
2,60600,-73.66722125,45.55582813
2,60605,-73.66722131,45.55582813
2,60610,-73.66722138,45.55582814
2,60615,-73.66722144,45.55582814
2,60620,-73.6672215,45.55582815
2,60625,-73.66722156,45.55582816
2,60630,-73.66722163,45.55582816
