trip_id,time,stop_lon,stop_lat
2,59430,-73.6672145,45.55582745
2,59460,-73.667214,45.5558274
2,59490,-73.6672135,45.55582735
2,59520,-73.667213,45.5558273
2,59550,-73.6672125,45.55582725
2,59580,-73.66721199999999,45.5558272
2,59610,-73.6672115,45.55582715
2,59640,-73.667211,45.5558271
2,59670,-73.6672105,45.55582705
2,59700,-73.66721,45.555827
2,59730,-73.667210375,45.5558270375
2,59760,-73.66721075,45.555827075
2,59790,-73.667211125,45.5558271125
2,59820,-73.6672115,45.55582715
2,59850,-73.66721187499999,45.5558271875
2,59880,-73.66721224999999,45.555827225
2,59910,-73.667212625,45.5558272625
2,59940,-73.667213,45.555827300000004
2,59970,-73.667213375,45.5558273375
2,60000,-73.66721375,45.555827375
2,60030,-73.667214125,45.5558274125
2,60060,-73.6672145,45.55582745
2,60090,-73.667214875,45.555827487500004
2,60120,-73.66721525,45.555827525
2,60150,-73.667215625,45.5558275625
2,60180,-73.667216,45.5558276
2,60210,-73.667216375,45.5558276375
2,60240,-73.66721675,45.555827675
2,60270,-73.667217125,45.5558277125
2,60300,-73.66721749999999,45.55582775
2,60330,-73.667217875,45.5558277875
2,60360,-73.66721825,45.555827825
2,60390,-73.667218625,45.5558278625
2,60420,-73.667219,45.5558279
2,60450,-73.667219375,45.5558279375
2,60480,-73.66721975,45.555827975
2,60510,-73.667220125,45.5558280125
2,60540,-73.6672205,45.55582805
2,60570,-73.667220875,45.555828087500004
2,60600,-73.66722125,45.555828125
2,60630,-73.667221625,45.5558281625
2,60660,-73.667222,45.5558282
2,60690,-73.667222375,45.5558282375
2,60720,-73.66722275000001,45.555828275
2,60750,-73.667223125,45.5558283125
2,60780,-73.6672235,45.55582835
2,60810,-73.667223875,45.5558283875
2,60840,-73.66722425,45.555828425
2,60870,-73.667224625,45.5558284625
2,60900,-73.667225,45.555828500000004
2,60930,-73.667225375,45.5558285375
2,60960,-73.66722575,45.555828575
2,60990,-73.667226125,45.5558286125
2,61020,-73.6672265,45.55582865
2,61050,-73.667226875,45.555828687500004
2,61080,-73.66722725,45.555828725
2,61110,-73.66722762500001,45.5558287625
2,61140,-73.66722800000001,45.5558288
2,61170,-73.66722837500001,45.5558288375
2,61200,-73.66722875,45.555828875
2,61230,-73.667229125,45.5558289125
2,61260,-73.6672295,45.55582895
2,61290,-73.667229875,45.5558289875
2,61320,-73.66723025,45.555829025
2,61350,-73.667230625,45.5558290625
2,61380,-73.667231,45.5558291
2,61410,-73.667231375,45.5558291375
2,61440,-73.66723175,45.555829175
2,61470,-73.667232125,45.5558292125
2,61500,-73.66723250000001,45.55582925
2,61530,-73.66723287500001,45.5558292875
2,61560,-73.66723325000001,45.555829325
2,61590,-73.66723362500001,45.5558293625
2,61620,-73.66723400000001,45.5558294
2,61650,-73.667234375,45.5558294375
2,61680,-73.66723475,45.555829475
2,61710,-73.667235125,45.5558295125
2,61740,-73.6672355,45.55582955
2,61770,-73.667235875,45.5558295875
2,61800,-73.66723625,45.555829625
2,61830,-73.667236625,45.5558296625
2,61860,-73.667237,45.555829700000004
2,61890,-73.667237375,45.5558297375
2,61920,-73.66723775000001,45.555829775
2,61950,-73.66723812500001,45.5558298125
2,61980,-73.66723850000001,45.55582985
2,62010,-73.66723887500001,45.5558298875
2,62040,-73.66723925000001,45.555829925
2,62070,-73.66723962500001,45.5558299625
2,62100,-73.66724,45.55583
3,59700,-73.66721,45.555826
3,59730,-73.66721,45.555826100000004
3,59760,-73.66721,45.555826200000006
3,59790,-73.66721,45.5558263
3,59820,-73.66721,45.5558264
3,59850,-73.66721,45.5558265
3,59880,-73.66721,45.5558266
3,59910,-73.66721,45.555826700000004
3,59940,-73.66721,45.5558268
3,59970,-73.66721,45.5558269
3,60000,-73.66721,45.555827
3,60030,-73.667209,45.5558268
3,60060,-73.667208,45.5558266
3,60090,-73.66720699999999,45.5558264
3,60120,-73.667206,45.5558262
3,60150,-73.667205,45.555825999999996
3,60180,-73.667204,45.5558258
3,60210,-73.667203,45.5558256
3,60240,-73.66720199999999,45.555825399999996
3,60270,-73.66720099999999,45.5558252
3,60300,-73.6672,45.555825
3,60330,-73.667204,45.5558255
3,60360,-73.667208,45.555825999999996
3,60390,-73.66721199999999,45.5558265
3,60420,-73.667216,45.555827
3,60450,-73.66722,45.5558275
3,60480,-73.667224,45.555828
3,60510,-73.66722800000001,45.5558285
3,60540,-73.667232,45.555829
3,60570,-73.667236,45.5558295
3,60600,-73.66724,45.55583
